embedding_index,image_path,filename,source_image_A_stem,source_image_B_stem,source_idx_A_in_train_bf,source_idx_B_in_train_bf
2841,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img113501_img099545.png,morphed_img113501_img099545.png,img113501,img099545,5017,4403
2842,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img113501_img282038.png,morphed_img113501_img282038.png,img113501,img282038,5017,12655
2843,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img113501_img337488.png,morphed_img113501_img337488.png,img113501,img337488,5017,15168
2844,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img113501_img496816.png,morphed_img113501_img496816.png,img113501,img496816,5017,22347
2845,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img113844_img282038.png,morphed_img113844_img282038.png,img113844,img282038,5033,12655
2846,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img113844_img337488.png,morphed_img113844_img337488.png,img113844,img337488,5033,15168
2847,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img113844_img496816.png,morphed_img113844_img496816.png,img113844,img496816,5033,22347
2848,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img113880_img054553.png,morphed_img113880_img054553.png,img113880,img054553,5034,2422
2849,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img113880_img282038.png,morphed_img113880_img282038.png,img113880,img282038,5034,12655
2850,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img113880_img496816.png,morphed_img113880_img496816.png,img113880,img496816,5034,22347
2851,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img114038_img054553.png,morphed_img114038_img054553.png,img114038,img054553,5041,2422
2852,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img114038_img099545.png,morphed_img114038_img099545.png,img114038,img099545,5041,4403
2853,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img114038_img282038.png,morphed_img114038_img282038.png,img114038,img282038,5041,12655
2854,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img114038_img337488.png,morphed_img114038_img337488.png,img114038,img337488,5041,15168
2855,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img114038_img496816.png,morphed_img114038_img496816.png,img114038,img496816,5041,22347
2856,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img114371_img337488.png,morphed_img114371_img337488.png,img114371,img337488,5051,15168
2857,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img114402_img054553.png,morphed_img114402_img054553.png,img114402,img054553,5054,2422
2858,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img114402_img099545.png,morphed_img114402_img099545.png,img114402,img099545,5054,4403
2859,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img114402_img282038.png,morphed_img114402_img282038.png,img114402,img282038,5054,12655
2860,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img114402_img496816.png,morphed_img114402_img496816.png,img114402,img496816,5054,22347
2861,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img114436_img054553.png,morphed_img114436_img054553.png,img114436,img054553,5056,2422
2862,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img114436_img099545.png,morphed_img114436_img099545.png,img114436,img099545,5056,4403
2863,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img114436_img282038.png,morphed_img114436_img282038.png,img114436,img282038,5056,12655
2864,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img114436_img337488.png,morphed_img114436_img337488.png,img114436,img337488,5056,15168
2865,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img114436_img496816.png,morphed_img114436_img496816.png,img114436,img496816,5056,22347
2866,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img114757_img054553.png,morphed_img114757_img054553.png,img114757,img054553,5079,2422
2867,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img114757_img282038.png,morphed_img114757_img282038.png,img114757,img282038,5079,12655
2868,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img114757_img337488.png,morphed_img114757_img337488.png,img114757,img337488,5079,15168
2869,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img114757_img496816.png,morphed_img114757_img496816.png,img114757,img496816,5079,22347
2870,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img114825_img054553.png,morphed_img114825_img054553.png,img114825,img054553,5080,2422
2871,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img114825_img099545.png,morphed_img114825_img099545.png,img114825,img099545,5080,4403
2872,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img114825_img282038.png,morphed_img114825_img282038.png,img114825,img282038,5080,12655
2873,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img114825_img337488.png,morphed_img114825_img337488.png,img114825,img337488,5080,15168
2874,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img114825_img496816.png,morphed_img114825_img496816.png,img114825,img496816,5080,22347
2875,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img115014_img054553.png,morphed_img115014_img054553.png,img115014,img054553,5087,2422
2876,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img115014_img282038.png,morphed_img115014_img282038.png,img115014,img282038,5087,12655
2877,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img115014_img337488.png,morphed_img115014_img337488.png,img115014,img337488,5087,15168
2878,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img115014_img496816.png,morphed_img115014_img496816.png,img115014,img496816,5087,22347
2879,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img115177_img054553.png,morphed_img115177_img054553.png,img115177,img054553,5094,2422
2880,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img115177_img099545.png,morphed_img115177_img099545.png,img115177,img099545,5094,4403
2881,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img115177_img282038.png,morphed_img115177_img282038.png,img115177,img282038,5094,12655
2882,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img115184_img054553.png,morphed_img115184_img054553.png,img115184,img054553,5096,2422
2883,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img115184_img099545.png,morphed_img115184_img099545.png,img115184,img099545,5096,4403
2884,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img115184_img282038.png,morphed_img115184_img282038.png,img115184,img282038,5096,12655
2885,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img115184_img337488.png,morphed_img115184_img337488.png,img115184,img337488,5096,15168
2886,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img115184_img496816.png,morphed_img115184_img496816.png,img115184,img496816,5096,22347
2887,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img115352_img054553.png,morphed_img115352_img054553.png,img115352,img054553,5104,2422
2888,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img115352_img282038.png,morphed_img115352_img282038.png,img115352,img282038,5104,12655
2889,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img115352_img337488.png,morphed_img115352_img337488.png,img115352,img337488,5104,15168
2890,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img115352_img496816.png,morphed_img115352_img496816.png,img115352,img496816,5104,22347
2891,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img115399_img496816.png,morphed_img115399_img496816.png,img115399,img496816,5110,22347
2892,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img115601_img282038.png,morphed_img115601_img282038.png,img115601,img282038,5116,12655
2893,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img115601_img496816.png,morphed_img115601_img496816.png,img115601,img496816,5116,22347
2894,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img115907_img099545.png,morphed_img115907_img099545.png,img115907,img099545,5128,4403
2895,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img115960_img054553.png,morphed_img115960_img054553.png,img115960,img054553,5131,2422
2896,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img115960_img099545.png,morphed_img115960_img099545.png,img115960,img099545,5131,4403
2897,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img115960_img282038.png,morphed_img115960_img282038.png,img115960,img282038,5131,12655
2898,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img115960_img337488.png,morphed_img115960_img337488.png,img115960,img337488,5131,15168
2899,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img115960_img496816.png,morphed_img115960_img496816.png,img115960,img496816,5131,22347
2900,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img116169_img054553.png,morphed_img116169_img054553.png,img116169,img054553,5139,2422
2901,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img116169_img099545.png,morphed_img116169_img099545.png,img116169,img099545,5139,4403
2902,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img116169_img282038.png,morphed_img116169_img282038.png,img116169,img282038,5139,12655
2903,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img116169_img337488.png,morphed_img116169_img337488.png,img116169,img337488,5139,15168
2904,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img116169_img496816.png,morphed_img116169_img496816.png,img116169,img496816,5139,22347
2905,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img116180_img054553.png,morphed_img116180_img054553.png,img116180,img054553,5141,2422
2906,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img116180_img282038.png,morphed_img116180_img282038.png,img116180,img282038,5141,12655
2907,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img116180_img337488.png,morphed_img116180_img337488.png,img116180,img337488,5141,15168
2908,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img116180_img496816.png,morphed_img116180_img496816.png,img116180,img496816,5141,22347
2909,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img116415_img054553.png,morphed_img116415_img054553.png,img116415,img054553,5148,2422
2910,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img116415_img099545.png,morphed_img116415_img099545.png,img116415,img099545,5148,4403
2911,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img116415_img282038.png,morphed_img116415_img282038.png,img116415,img282038,5148,12655
2912,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img116415_img337488.png,morphed_img116415_img337488.png,img116415,img337488,5148,15168
2913,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img116431_img054553.png,morphed_img116431_img054553.png,img116431,img054553,5150,2422
2914,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img116431_img099545.png,morphed_img116431_img099545.png,img116431,img099545,5150,4403
2915,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img116431_img282038.png,morphed_img116431_img282038.png,img116431,img282038,5150,12655
2916,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img116431_img496816.png,morphed_img116431_img496816.png,img116431,img496816,5150,22347
2917,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img116529_img099545.png,morphed_img116529_img099545.png,img116529,img099545,5158,4403
2918,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img116529_img282038.png,morphed_img116529_img282038.png,img116529,img282038,5158,12655
2919,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img116529_img496816.png,morphed_img116529_img496816.png,img116529,img496816,5158,22347
2920,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img116784_img054553.png,morphed_img116784_img054553.png,img116784,img054553,5168,2422
2921,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img116784_img099545.png,morphed_img116784_img099545.png,img116784,img099545,5168,4403
2922,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img116784_img282038.png,morphed_img116784_img282038.png,img116784,img282038,5168,12655
2923,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img116784_img337488.png,morphed_img116784_img337488.png,img116784,img337488,5168,15168
2924,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img116784_img496816.png,morphed_img116784_img496816.png,img116784,img496816,5168,22347
2925,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117023_img054553.png,morphed_img117023_img054553.png,img117023,img054553,5180,2422
2926,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117023_img099545.png,morphed_img117023_img099545.png,img117023,img099545,5180,4403
2927,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117023_img282038.png,morphed_img117023_img282038.png,img117023,img282038,5180,12655
2928,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117023_img337488.png,morphed_img117023_img337488.png,img117023,img337488,5180,15168
2929,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117023_img496816.png,morphed_img117023_img496816.png,img117023,img496816,5180,22347
2930,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117389_img099545.png,morphed_img117389_img099545.png,img117389,img099545,5194,4403
2931,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117406_img054553.png,morphed_img117406_img054553.png,img117406,img054553,5195,2422
2932,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117406_img099545.png,morphed_img117406_img099545.png,img117406,img099545,5195,4403
2933,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117406_img282038.png,morphed_img117406_img282038.png,img117406,img282038,5195,12655
2934,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117406_img337488.png,morphed_img117406_img337488.png,img117406,img337488,5195,15168
2935,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117406_img496816.png,morphed_img117406_img496816.png,img117406,img496816,5195,22347
2936,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117469_img054553.png,morphed_img117469_img054553.png,img117469,img054553,5198,2422
2937,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117469_img282038.png,morphed_img117469_img282038.png,img117469,img282038,5198,12655
2938,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117469_img496816.png,morphed_img117469_img496816.png,img117469,img496816,5198,22347
2939,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117539_img054553.png,morphed_img117539_img054553.png,img117539,img054553,5202,2422
2940,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117539_img282038.png,morphed_img117539_img282038.png,img117539,img282038,5202,12655
2941,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117539_img337488.png,morphed_img117539_img337488.png,img117539,img337488,5202,15168
2942,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117539_img496816.png,morphed_img117539_img496816.png,img117539,img496816,5202,22347
2943,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117760_img054553.png,morphed_img117760_img054553.png,img117760,img054553,5213,2422
2944,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117760_img099545.png,morphed_img117760_img099545.png,img117760,img099545,5213,4403
2945,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117760_img282038.png,morphed_img117760_img282038.png,img117760,img282038,5213,12655
2946,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117760_img337488.png,morphed_img117760_img337488.png,img117760,img337488,5213,15168
2947,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117760_img496816.png,morphed_img117760_img496816.png,img117760,img496816,5213,22347
2948,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117816_img054553.png,morphed_img117816_img054553.png,img117816,img054553,5215,2422
2949,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117816_img282038.png,morphed_img117816_img282038.png,img117816,img282038,5215,12655
2950,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117816_img337488.png,morphed_img117816_img337488.png,img117816,img337488,5215,15168
2951,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img117816_img496816.png,morphed_img117816_img496816.png,img117816,img496816,5215,22347
2952,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img118142_img054553.png,morphed_img118142_img054553.png,img118142,img054553,5237,2422
2953,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img118142_img282038.png,morphed_img118142_img282038.png,img118142,img282038,5237,12655
2954,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img118142_img337488.png,morphed_img118142_img337488.png,img118142,img337488,5237,15168
2955,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img118142_img496816.png,morphed_img118142_img496816.png,img118142,img496816,5237,22347
2956,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img118212_img054553.png,morphed_img118212_img054553.png,img118212,img054553,5242,2422
2957,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img118212_img282038.png,morphed_img118212_img282038.png,img118212,img282038,5242,12655
2958,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img118212_img496816.png,morphed_img118212_img496816.png,img118212,img496816,5242,22347
2959,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img118362_img054553.png,morphed_img118362_img054553.png,img118362,img054553,5246,2422
2960,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img118362_img282038.png,morphed_img118362_img282038.png,img118362,img282038,5246,12655
2961,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img118362_img337488.png,morphed_img118362_img337488.png,img118362,img337488,5246,15168
2962,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img118362_img496816.png,morphed_img118362_img496816.png,img118362,img496816,5246,22347
2963,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img118621_img054553.png,morphed_img118621_img054553.png,img118621,img054553,5258,2422
2964,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img118621_img099545.png,morphed_img118621_img099545.png,img118621,img099545,5258,4403
2965,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img118621_img282038.png,morphed_img118621_img282038.png,img118621,img282038,5258,12655
2966,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img118621_img337488.png,morphed_img118621_img337488.png,img118621,img337488,5258,15168
2967,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img118621_img496816.png,morphed_img118621_img496816.png,img118621,img496816,5258,22347
2968,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img118842_img054553.png,morphed_img118842_img054553.png,img118842,img054553,5267,2422
2969,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img118842_img099545.png,morphed_img118842_img099545.png,img118842,img099545,5267,4403
2970,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img118842_img282038.png,morphed_img118842_img282038.png,img118842,img282038,5267,12655
2971,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img118842_img337488.png,morphed_img118842_img337488.png,img118842,img337488,5267,15168
2972,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img118842_img496816.png,morphed_img118842_img496816.png,img118842,img496816,5267,22347
2973,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img119626_img054553.png,morphed_img119626_img054553.png,img119626,img054553,5290,2422
2974,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img119626_img099545.png,morphed_img119626_img099545.png,img119626,img099545,5290,4403
2975,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img119626_img282038.png,morphed_img119626_img282038.png,img119626,img282038,5290,12655
2976,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img119626_img496816.png,morphed_img119626_img496816.png,img119626,img496816,5290,22347
2977,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img119641_img054553.png,morphed_img119641_img054553.png,img119641,img054553,5292,2422
2978,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img119641_img496816.png,morphed_img119641_img496816.png,img119641,img496816,5292,22347
2979,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img119717_img054553.png,morphed_img119717_img054553.png,img119717,img054553,5297,2422
2980,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img119717_img282038.png,morphed_img119717_img282038.png,img119717,img282038,5297,12655
2981,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img119717_img337488.png,morphed_img119717_img337488.png,img119717,img337488,5297,15168
2982,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img119951_img054553.png,morphed_img119951_img054553.png,img119951,img054553,5313,2422
2983,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img119951_img282038.png,morphed_img119951_img282038.png,img119951,img282038,5313,12655
2984,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img119951_img337488.png,morphed_img119951_img337488.png,img119951,img337488,5313,15168
2985,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img119951_img496816.png,morphed_img119951_img496816.png,img119951,img496816,5313,22347
2986,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img120056_img054553.png,morphed_img120056_img054553.png,img120056,img054553,5317,2422
2987,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img120056_img282038.png,morphed_img120056_img282038.png,img120056,img282038,5317,12655
2988,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img120056_img337488.png,morphed_img120056_img337488.png,img120056,img337488,5317,15168
2989,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img120297_img054553.png,morphed_img120297_img054553.png,img120297,img054553,5328,2422
2990,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img120297_img282038.png,morphed_img120297_img282038.png,img120297,img282038,5328,12655
2991,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img120297_img337488.png,morphed_img120297_img337488.png,img120297,img337488,5328,15168
2992,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img120297_img496816.png,morphed_img120297_img496816.png,img120297,img496816,5328,22347
2993,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img120320_img054553.png,morphed_img120320_img054553.png,img120320,img054553,5329,2422
2994,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img120320_img099545.png,morphed_img120320_img099545.png,img120320,img099545,5329,4403
2995,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img120320_img282038.png,morphed_img120320_img282038.png,img120320,img282038,5329,12655
2996,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img120320_img337488.png,morphed_img120320_img337488.png,img120320,img337488,5329,15168
2997,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img120320_img496816.png,morphed_img120320_img496816.png,img120320,img496816,5329,22347
2998,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img120369_img054553.png,morphed_img120369_img054553.png,img120369,img054553,5331,2422
