embedding_index,filename,image_path,identity_id,label,split,images_per_identity
923,033317.png,/nas-ctm01/datasets/public/celeba/033317.png,6386,120,test,29
924,033354.png,/nas-ctm01/datasets/public/celeba/033354.png,4268,59,val,30
925,033396.png,/nas-ctm01/datasets/public/celeba/033396.png,7004,138,train,30
926,033427.png,/nas-ctm01/datasets/public/celeba/033427.png,95,0,train,30
927,033430.png,/nas-ctm01/datasets/public/celeba/033430.png,8148,153,train,30
928,033431.png,/nas-ctm01/datasets/public/celeba/033431.png,3263,48,train,28
929,033451.png,/nas-ctm01/datasets/public/celeba/033451.png,5142,83,train,30
930,033453.png,/nas-ctm01/datasets/public/celeba/033453.png,4268,59,train,30
931,033484.png,/nas-ctm01/datasets/public/celeba/033484.png,8896,170,train,26
932,033552.png,/nas-ctm01/datasets/public/celeba/033552.png,5382,87,train,29
933,033553.png,/nas-ctm01/datasets/public/celeba/033553.png,8614,162,test,29
934,033586.png,/nas-ctm01/datasets/public/celeba/033586.png,2870,41,train,29
935,033616.png,/nas-ctm01/datasets/public/celeba/033616.png,3024,45,train,28
936,033787.png,/nas-ctm01/datasets/public/celeba/033787.png,8785,168,train,29
937,033835.png,/nas-ctm01/datasets/public/celeba/033835.png,6043,106,train,29
938,033840.png,/nas-ctm01/datasets/public/celeba/033840.png,8692,163,train,27
939,033860.png,/nas-ctm01/datasets/public/celeba/033860.png,4672,71,train,30
940,033922.png,/nas-ctm01/datasets/public/celeba/033922.png,5489,93,train,30
941,033942.png,/nas-ctm01/datasets/public/celeba/033942.png,7850,148,train,27
942,034042.png,/nas-ctm01/datasets/public/celeba/034042.png,6143,111,train,30
943,034053.png,/nas-ctm01/datasets/public/celeba/034053.png,5046,81,val,30
944,034056.png,/nas-ctm01/datasets/public/celeba/034056.png,4321,61,train,30
945,034062.png,/nas-ctm01/datasets/public/celeba/034062.png,4577,69,train,30
946,034072.png,/nas-ctm01/datasets/public/celeba/034072.png,8247,156,train,29
947,034110.png,/nas-ctm01/datasets/public/celeba/034110.png,2643,38,train,29
948,034143.png,/nas-ctm01/datasets/public/celeba/034143.png,2870,41,test,29
949,034182.png,/nas-ctm01/datasets/public/celeba/034182.png,4955,80,train,30
950,034248.png,/nas-ctm01/datasets/public/celeba/034248.png,7195,142,train,30
951,034249.png,/nas-ctm01/datasets/public/celeba/034249.png,10060,192,train,29
952,034326.png,/nas-ctm01/datasets/public/celeba/034326.png,4309,60,train,26
953,034424.png,/nas-ctm01/datasets/public/celeba/034424.png,4636,70,train,27
954,034477.png,/nas-ctm01/datasets/public/celeba/034477.png,3600,51,train,30
955,034546.png,/nas-ctm01/datasets/public/celeba/034546.png,3022,44,val,30
956,034575.png,/nas-ctm01/datasets/public/celeba/034575.png,8469,161,train,28
957,034584.png,/nas-ctm01/datasets/public/celeba/034584.png,8783,167,train,30
958,034659.png,/nas-ctm01/datasets/public/celeba/034659.png,7001,137,val,30
959,034700.png,/nas-ctm01/datasets/public/celeba/034700.png,8896,170,train,26
960,034719.png,/nas-ctm01/datasets/public/celeba/034719.png,3263,48,train,28
961,034740.png,/nas-ctm01/datasets/public/celeba/034740.png,2643,38,train,29
962,034762.png,/nas-ctm01/datasets/public/celeba/034762.png,8112,152,train,30
963,034791.png,/nas-ctm01/datasets/public/celeba/034791.png,3678,52,train,29
964,034800.png,/nas-ctm01/datasets/public/celeba/034800.png,7001,137,val,30
965,034804.png,/nas-ctm01/datasets/public/celeba/034804.png,4636,70,test,27
966,034877.png,/nas-ctm01/datasets/public/celeba/034877.png,3600,51,train,30
967,034968.png,/nas-ctm01/datasets/public/celeba/034968.png,1947,21,test,30
968,034991.png,/nas-ctm01/datasets/public/celeba/034991.png,1258,8,test,29
969,034994.png,/nas-ctm01/datasets/public/celeba/034994.png,289,1,train,30
970,035026.png,/nas-ctm01/datasets/public/celeba/035026.png,9789,187,train,30
971,035047.png,/nas-ctm01/datasets/public/celeba/035047.png,5344,86,train,30
972,035189.png,/nas-ctm01/datasets/public/celeba/035189.png,6386,120,train,29
973,035228.png,/nas-ctm01/datasets/public/celeba/035228.png,6439,122,train,30
974,035245.png,/nas-ctm01/datasets/public/celeba/035245.png,6351,116,train,30
975,035281.png,/nas-ctm01/datasets/public/celeba/035281.png,10095,194,val,28
976,035302.png,/nas-ctm01/datasets/public/celeba/035302.png,6354,117,test,30
977,035306.png,/nas-ctm01/datasets/public/celeba/035306.png,8940,171,train,28
978,035314.png,/nas-ctm01/datasets/public/celeba/035314.png,6851,130,val,30
979,035392.png,/nas-ctm01/datasets/public/celeba/035392.png,8112,152,train,30
980,035412.png,/nas-ctm01/datasets/public/celeba/035412.png,4511,68,train,30
981,035454.png,/nas-ctm01/datasets/public/celeba/035454.png,6365,119,train,30
982,035490.png,/nas-ctm01/datasets/public/celeba/035490.png,4832,75,train,30
983,035505.png,/nas-ctm01/datasets/public/celeba/035505.png,3017,43,train,29
984,035531.png,/nas-ctm01/datasets/public/celeba/035531.png,2066,25,train,30
985,035550.png,/nas-ctm01/datasets/public/celeba/035550.png,9290,183,train,30
986,035625.png,/nas-ctm01/datasets/public/celeba/035625.png,4832,75,val,30
987,035630.png,/nas-ctm01/datasets/public/celeba/035630.png,1946,20,train,30
988,035632.png,/nas-ctm01/datasets/public/celeba/035632.png,10095,194,train,28
989,035676.png,/nas-ctm01/datasets/public/celeba/035676.png,1128,6,train,30
990,035684.png,/nas-ctm01/datasets/public/celeba/035684.png,3678,52,val,29
991,035715.png,/nas-ctm01/datasets/public/celeba/035715.png,8702,164,val,30
992,035753.png,/nas-ctm01/datasets/public/celeba/035753.png,1947,21,train,30
993,035790.png,/nas-ctm01/datasets/public/celeba/035790.png,6386,120,train,29
994,035796.png,/nas-ctm01/datasets/public/celeba/035796.png,4955,80,train,30
995,035815.png,/nas-ctm01/datasets/public/celeba/035815.png,6851,130,test,30
996,035824.png,/nas-ctm01/datasets/public/celeba/035824.png,1946,20,val,30
997,035837.png,/nas-ctm01/datasets/public/celeba/035837.png,5182,84,train,29
998,035862.png,/nas-ctm01/datasets/public/celeba/035862.png,6043,106,train,29
999,035886.png,/nas-ctm01/datasets/public/celeba/035886.png,6719,126,train,29
1000,035907.png,/nas-ctm01/datasets/public/celeba/035907.png,5482,92,train,29
1001,035929.png,/nas-ctm01/datasets/public/celeba/035929.png,6354,117,val,30
1002,035983.png,/nas-ctm01/datasets/public/celeba/035983.png,8112,152,val,30
1003,036073.png,/nas-ctm01/datasets/public/celeba/036073.png,8112,152,train,30
1004,036107.png,/nas-ctm01/datasets/public/celeba/036107.png,2643,38,train,29
1005,036115.png,/nas-ctm01/datasets/public/celeba/036115.png,5489,93,train,30
1006,036124.png,/nas-ctm01/datasets/public/celeba/036124.png,4702,72,train,28
1007,036147.png,/nas-ctm01/datasets/public/celeba/036147.png,1946,20,train,30
1008,036191.png,/nas-ctm01/datasets/public/celeba/036191.png,534,2,train,30
1009,036216.png,/nas-ctm01/datasets/public/celeba/036216.png,8457,160,train,25
1010,036247.png,/nas-ctm01/datasets/public/celeba/036247.png,2245,32,train,30
1011,036336.png,/nas-ctm01/datasets/public/celeba/036336.png,2870,41,train,29
1012,036371.png,/nas-ctm01/datasets/public/celeba/036371.png,9245,181,train,30
1013,036382.png,/nas-ctm01/datasets/public/celeba/036382.png,1448,12,train,25
1014,036415.png,/nas-ctm01/datasets/public/celeba/036415.png,6355,118,train,30
1015,036441.png,/nas-ctm01/datasets/public/celeba/036441.png,4832,75,train,30
1016,036568.png,/nas-ctm01/datasets/public/celeba/036568.png,5341,85,train,30
1017,036583.png,/nas-ctm01/datasets/public/celeba/036583.png,6079,108,val,30
1018,036624.png,/nas-ctm01/datasets/public/celeba/036624.png,6876,132,train,30
1019,036626.png,/nas-ctm01/datasets/public/celeba/036626.png,6719,126,val,29
1020,036686.png,/nas-ctm01/datasets/public/celeba/036686.png,2870,41,train,29
1021,036746.png,/nas-ctm01/datasets/public/celeba/036746.png,5815,101,train,30
1022,036751.png,/nas-ctm01/datasets/public/celeba/036751.png,8614,162,train,29
1023,036782.png,/nas-ctm01/datasets/public/celeba/036782.png,2805,40,train,30
1024,036801.png,/nas-ctm01/datasets/public/celeba/036801.png,4636,70,train,27
1025,036835.png,/nas-ctm01/datasets/public/celeba/036835.png,2870,41,train,29
1026,036866.png,/nas-ctm01/datasets/public/celeba/036866.png,6043,106,test,29
1027,036873.png,/nas-ctm01/datasets/public/celeba/036873.png,5046,81,train,30
1028,036912.png,/nas-ctm01/datasets/public/celeba/036912.png,8614,162,test,29
1029,036917.png,/nas-ctm01/datasets/public/celeba/036917.png,5911,103,train,29
1030,036921.png,/nas-ctm01/datasets/public/celeba/036921.png,9810,189,train,28
1031,036970.png,/nas-ctm01/datasets/public/celeba/036970.png,3056,46,train,28
1032,037023.png,/nas-ctm01/datasets/public/celeba/037023.png,4808,73,train,30
1033,037167.png,/nas-ctm01/datasets/public/celeba/037167.png,3263,48,train,28
1034,037218.png,/nas-ctm01/datasets/public/celeba/037218.png,4268,59,val,30
1035,037285.png,/nas-ctm01/datasets/public/celeba/037285.png,6292,114,train,30
1036,037315.png,/nas-ctm01/datasets/public/celeba/037315.png,5747,98,val,30
1037,037430.png,/nas-ctm01/datasets/public/celeba/037430.png,4157,58,test,30
1038,037474.png,/nas-ctm01/datasets/public/celeba/037474.png,6997,136,train,28
1039,037486.png,/nas-ctm01/datasets/public/celeba/037486.png,1258,8,train,29
1040,037487.png,/nas-ctm01/datasets/public/celeba/037487.png,6844,129,val,30
1041,037559.png,/nas-ctm01/datasets/public/celeba/037559.png,6997,136,train,28
1042,037607.png,/nas-ctm01/datasets/public/celeba/037607.png,3569,50,train,29
1043,037610.png,/nas-ctm01/datasets/public/celeba/037610.png,3386,49,train,28
1044,037787.png,/nas-ctm01/datasets/public/celeba/037787.png,6860,131,train,30
1045,037819.png,/nas-ctm01/datasets/public/celeba/037819.png,10060,192,train,29
1046,037960.png,/nas-ctm01/datasets/public/celeba/037960.png,4702,72,train,28
1047,037975.png,/nas-ctm01/datasets/public/celeba/037975.png,4439,64,train,30
1048,038001.png,/nas-ctm01/datasets/public/celeba/038001.png,8820,169,train,28
1049,038023.png,/nas-ctm01/datasets/public/celeba/038023.png,6921,134,train,26
1050,038025.png,/nas-ctm01/datasets/public/celeba/038025.png,8195,154,train,29
1051,038038.png,/nas-ctm01/datasets/public/celeba/038038.png,3600,51,train,30
1052,038087.png,/nas-ctm01/datasets/public/celeba/038087.png,1493,14,train,29
1053,038147.png,/nas-ctm01/datasets/public/celeba/038147.png,7348,144,train,30
1054,038154.png,/nas-ctm01/datasets/public/celeba/038154.png,6483,123,train,30
1055,038210.png,/nas-ctm01/datasets/public/celeba/038210.png,9056,174,train,27
1056,038431.png,/nas-ctm01/datasets/public/celeba/038431.png,6292,114,train,30
1057,038514.png,/nas-ctm01/datasets/public/celeba/038514.png,1629,16,train,30
1058,038528.png,/nas-ctm01/datasets/public/celeba/038528.png,8702,164,train,30
1059,038544.png,/nas-ctm01/datasets/public/celeba/038544.png,1371,10,train,30
1060,038549.png,/nas-ctm01/datasets/public/celeba/038549.png,7138,139,train,29
1061,038606.png,/nas-ctm01/datasets/public/celeba/038606.png,3056,46,train,28
1062,038659.png,/nas-ctm01/datasets/public/celeba/038659.png,10060,192,train,29
1063,038732.png,/nas-ctm01/datasets/public/celeba/038732.png,9290,183,train,30
1064,038748.png,/nas-ctm01/datasets/public/celeba/038748.png,3056,46,train,28
1065,038768.png,/nas-ctm01/datasets/public/celeba/038768.png,10085,193,train,26
1066,038780.png,/nas-ctm01/datasets/public/celeba/038780.png,9789,187,test,30
1067,038801.png,/nas-ctm01/datasets/public/celeba/038801.png,5786,100,train,25
1068,038814.png,/nas-ctm01/datasets/public/celeba/038814.png,6851,130,val,30
1069,038848.png,/nas-ctm01/datasets/public/celeba/038848.png,6751,127,train,28
1070,038887.png,/nas-ctm01/datasets/public/celeba/038887.png,8692,163,val,27
1071,038904.png,/nas-ctm01/datasets/public/celeba/038904.png,289,1,train,30
1072,038940.png,/nas-ctm01/datasets/public/celeba/038940.png,8785,168,train,29
1073,038989.png,/nas-ctm01/datasets/public/celeba/038989.png,9731,185,train,30
1074,038998.png,/nas-ctm01/datasets/public/celeba/038998.png,10095,194,val,28
1075,039071.png,/nas-ctm01/datasets/public/celeba/039071.png,6164,112,train,29
1076,039095.png,/nas-ctm01/datasets/public/celeba/039095.png,3600,51,val,30
1077,039114.png,/nas-ctm01/datasets/public/celeba/039114.png,5382,87,train,29
1078,039190.png,/nas-ctm01/datasets/public/celeba/039190.png,5827,102,val,30
1079,039236.png,/nas-ctm01/datasets/public/celeba/039236.png,6439,122,train,30
1080,039240.png,/nas-ctm01/datasets/public/celeba/039240.png,5479,91,train,29
1081,039260.png,/nas-ctm01/datasets/public/celeba/039260.png,2015,23,val,30
1082,039290.png,/nas-ctm01/datasets/public/celeba/039290.png,1990,22,train,30
1083,039337.png,/nas-ctm01/datasets/public/celeba/039337.png,2066,25,train,30
1084,039377.png,/nas-ctm01/datasets/public/celeba/039377.png,3600,51,train,30
1085,039401.png,/nas-ctm01/datasets/public/celeba/039401.png,9184,179,train,30
1086,039425.png,/nas-ctm01/datasets/public/celeba/039425.png,1448,12,train,25
1087,039456.png,/nas-ctm01/datasets/public/celeba/039456.png,1258,8,train,29
1088,039504.png,/nas-ctm01/datasets/public/celeba/039504.png,8448,158,train,30
1089,039508.png,/nas-ctm01/datasets/public/celeba/039508.png,1341,9,train,29
1090,039522.png,/nas-ctm01/datasets/public/celeba/039522.png,2296,34,val,29
1091,039577.png,/nas-ctm01/datasets/public/celeba/039577.png,3808,53,train,29
1092,039585.png,/nas-ctm01/datasets/public/celeba/039585.png,2870,41,train,29
1093,039588.png,/nas-ctm01/datasets/public/celeba/039588.png,6112,110,train,27
1094,039590.png,/nas-ctm01/datasets/public/celeba/039590.png,3941,56,train,30
1095,039633.png,/nas-ctm01/datasets/public/celeba/039633.png,9790,188,train,30
1096,039696.png,/nas-ctm01/datasets/public/celeba/039696.png,9810,189,train,28
1097,039700.png,/nas-ctm01/datasets/public/celeba/039700.png,4268,59,train,30
1098,039787.png,/nas-ctm01/datasets/public/celeba/039787.png,7195,142,train,30
1099,039875.png,/nas-ctm01/datasets/public/celeba/039875.png,7348,144,test,30
1100,039932.png,/nas-ctm01/datasets/public/celeba/039932.png,9731,185,train,30
1101,039953.png,/nas-ctm01/datasets/public/celeba/039953.png,1135,7,train,30
1102,039957.png,/nas-ctm01/datasets/public/celeba/039957.png,10000,191,train,30
1103,039962.png,/nas-ctm01/datasets/public/celeba/039962.png,1493,14,train,29
1104,039966.png,/nas-ctm01/datasets/public/celeba/039966.png,6844,129,train,30
1105,040020.png,/nas-ctm01/datasets/public/celeba/040020.png,2261,33,train,30
1106,040046.png,/nas-ctm01/datasets/public/celeba/040046.png,4819,74,train,27
1107,040058.png,/nas-ctm01/datasets/public/celeba/040058.png,6292,114,train,30
1108,040061.png,/nas-ctm01/datasets/public/celeba/040061.png,8946,172,train,30
1109,040179.png,/nas-ctm01/datasets/public/celeba/040179.png,6877,133,train,26
1110,040216.png,/nas-ctm01/datasets/public/celeba/040216.png,6719,126,train,29
1111,040237.png,/nas-ctm01/datasets/public/celeba/040237.png,6164,112,train,29
1112,040248.png,/nas-ctm01/datasets/public/celeba/040248.png,1657,18,train,30
1113,040285.png,/nas-ctm01/datasets/public/celeba/040285.png,10000,191,train,30
1114,040311.png,/nas-ctm01/datasets/public/celeba/040311.png,8148,153,train,30
1115,040335.png,/nas-ctm01/datasets/public/celeba/040335.png,6483,123,train,30
1116,040357.png,/nas-ctm01/datasets/public/celeba/040357.png,7001,137,train,30
1117,040361.png,/nas-ctm01/datasets/public/celeba/040361.png,2245,32,test,30
1118,040386.png,/nas-ctm01/datasets/public/celeba/040386.png,2334,36,train,30
1119,040396.png,/nas-ctm01/datasets/public/celeba/040396.png,2245,32,train,30
1120,040477.png,/nas-ctm01/datasets/public/celeba/040477.png,5489,93,train,30
1121,040480.png,/nas-ctm01/datasets/public/celeba/040480.png,8940,171,train,28
1122,040494.png,/nas-ctm01/datasets/public/celeba/040494.png,2236,31,train,29
1123,040506.png,/nas-ctm01/datasets/public/celeba/040506.png,5704,97,train,27
1124,040525.png,/nas-ctm01/datasets/public/celeba/040525.png,8614,162,val,29
1125,040541.png,/nas-ctm01/datasets/public/celeba/040541.png,6483,123,train,30
1126,040711.png,/nas-ctm01/datasets/public/celeba/040711.png,8454,159,train,30
1127,040755.png,/nas-ctm01/datasets/public/celeba/040755.png,5394,88,train,30
1128,040836.png,/nas-ctm01/datasets/public/celeba/040836.png,2066,25,train,30
1129,040854.png,/nas-ctm01/datasets/public/celeba/040854.png,8195,154,train,29
1130,040883.png,/nas-ctm01/datasets/public/celeba/040883.png,7195,142,train,30
1131,040917.png,/nas-ctm01/datasets/public/celeba/040917.png,5341,85,val,30
1132,040938.png,/nas-ctm01/datasets/public/celeba/040938.png,5482,92,train,29
1133,040975.png,/nas-ctm01/datasets/public/celeba/040975.png,5394,88,train,30
1134,041004.png,/nas-ctm01/datasets/public/celeba/041004.png,10160,197,train,30
1135,041028.png,/nas-ctm01/datasets/public/celeba/041028.png,3017,43,val,29
1136,041085.png,/nas-ctm01/datasets/public/celeba/041085.png,5101,82,train,27
1137,041156.png,/nas-ctm01/datasets/public/celeba/041156.png,5827,102,train,30
1138,041180.png,/nas-ctm01/datasets/public/celeba/041180.png,95,0,train,30
1139,041290.png,/nas-ctm01/datasets/public/celeba/041290.png,7138,139,train,29
1140,041319.png,/nas-ctm01/datasets/public/celeba/041319.png,4439,64,train,30
1141,041349.png,/nas-ctm01/datasets/public/celeba/041349.png,2870,41,train,29
1142,041351.png,/nas-ctm01/datasets/public/celeba/041351.png,10085,193,train,26
1143,041380.png,/nas-ctm01/datasets/public/celeba/041380.png,3678,52,test,29
1144,041390.png,/nas-ctm01/datasets/public/celeba/041390.png,8195,154,train,29
1145,041418.png,/nas-ctm01/datasets/public/celeba/041418.png,5704,97,test,27
1146,041433.png,/nas-ctm01/datasets/public/celeba/041433.png,3056,46,test,28
1147,041442.png,/nas-ctm01/datasets/public/celeba/041442.png,6921,134,test,26
1148,041469.png,/nas-ctm01/datasets/public/celeba/041469.png,4439,64,val,30
1149,041532.png,/nas-ctm01/datasets/public/celeba/041532.png,9184,179,train,30
1150,041605.png,/nas-ctm01/datasets/public/celeba/041605.png,6042,105,train,29
1151,041630.png,/nas-ctm01/datasets/public/celeba/041630.png,5341,85,train,30
1152,041783.png,/nas-ctm01/datasets/public/celeba/041783.png,7850,148,train,27
1153,041793.png,/nas-ctm01/datasets/public/celeba/041793.png,661,3,train,30
1154,041852.png,/nas-ctm01/datasets/public/celeba/041852.png,1341,9,train,29
1155,041872.png,/nas-ctm01/datasets/public/celeba/041872.png,9091,176,train,30
1156,041876.png,/nas-ctm01/datasets/public/celeba/041876.png,3600,51,train,30
1157,041877.png,/nas-ctm01/datasets/public/celeba/041877.png,2055,24,train,30
1158,041880.png,/nas-ctm01/datasets/public/celeba/041880.png,2334,36,train,30
1159,041915.png,/nas-ctm01/datasets/public/celeba/041915.png,661,3,train,30
1160,041957.png,/nas-ctm01/datasets/public/celeba/041957.png,289,1,train,30
1161,041962.png,/nas-ctm01/datasets/public/celeba/041962.png,6354,117,train,30
1162,042052.png,/nas-ctm01/datasets/public/celeba/042052.png,2015,23,train,30
1163,042072.png,/nas-ctm01/datasets/public/celeba/042072.png,10144,196,train,28
1164,042145.png,/nas-ctm01/datasets/public/celeba/042145.png,4936,77,test,30
1165,042153.png,/nas-ctm01/datasets/public/celeba/042153.png,9915,190,train,30
1166,042185.png,/nas-ctm01/datasets/public/celeba/042185.png,2318,35,train,30
1167,042221.png,/nas-ctm01/datasets/public/celeba/042221.png,9678,184,train,30
1168,042264.png,/nas-ctm01/datasets/public/celeba/042264.png,7348,144,train,30
1169,042304.png,/nas-ctm01/datasets/public/celeba/042304.png,8448,158,test,30
1170,042370.png,/nas-ctm01/datasets/public/celeba/042370.png,8448,158,val,30
1171,042407.png,/nas-ctm01/datasets/public/celeba/042407.png,8820,169,train,28
1172,042424.png,/nas-ctm01/datasets/public/celeba/042424.png,3896,54,train,29
1173,042430.png,/nas-ctm01/datasets/public/celeba/042430.png,6386,120,train,29
1174,042469.png,/nas-ctm01/datasets/public/celeba/042469.png,894,4,val,30
1175,042476.png,/nas-ctm01/datasets/public/celeba/042476.png,6043,106,val,29
1176,042510.png,/nas-ctm01/datasets/public/celeba/042510.png,8247,156,train,29
1177,042513.png,/nas-ctm01/datasets/public/celeba/042513.png,6439,122,train,30
1178,042529.png,/nas-ctm01/datasets/public/celeba/042529.png,2870,41,val,29
1179,042545.png,/nas-ctm01/datasets/public/celeba/042545.png,8454,159,train,30
1180,042581.png,/nas-ctm01/datasets/public/celeba/042581.png,9790,188,train,30
1181,042611.png,/nas-ctm01/datasets/public/celeba/042611.png,6044,107,train,29
1182,042630.png,/nas-ctm01/datasets/public/celeba/042630.png,6803,128,train,29
1183,042655.png,/nas-ctm01/datasets/public/celeba/042655.png,9731,185,val,30
1184,042656.png,/nas-ctm01/datasets/public/celeba/042656.png,5489,93,train,30
1185,042680.png,/nas-ctm01/datasets/public/celeba/042680.png,3386,49,train,28
1186,042723.png,/nas-ctm01/datasets/public/celeba/042723.png,7260,143,train,30
1187,042741.png,/nas-ctm01/datasets/public/celeba/042741.png,5704,97,train,27
1188,042781.png,/nas-ctm01/datasets/public/celeba/042781.png,8457,160,test,25
1189,042811.png,/nas-ctm01/datasets/public/celeba/042811.png,6682,124,train,28
1190,042844.png,/nas-ctm01/datasets/public/celeba/042844.png,9138,177,train,30
1191,042912.png,/nas-ctm01/datasets/public/celeba/042912.png,6439,122,train,30
1192,042917.png,/nas-ctm01/datasets/public/celeba/042917.png,2334,36,train,30
1193,042936.png,/nas-ctm01/datasets/public/celeba/042936.png,6851,130,train,30
1194,042961.png,/nas-ctm01/datasets/public/celeba/042961.png,6682,124,train,28
1195,042970.png,/nas-ctm01/datasets/public/celeba/042970.png,5911,103,test,29
1196,043016.png,/nas-ctm01/datasets/public/celeba/043016.png,5489,93,test,30
1197,043027.png,/nas-ctm01/datasets/public/celeba/043027.png,3024,45,train,28
1198,043059.png,/nas-ctm01/datasets/public/celeba/043059.png,10060,192,test,29
1199,043098.png,/nas-ctm01/datasets/public/celeba/043098.png,1135,7,train,30
1200,043123.png,/nas-ctm01/datasets/public/celeba/043123.png,6851,130,train,30
1201,043131.png,/nas-ctm01/datasets/public/celeba/043131.png,6292,114,test,30
1202,043146.png,/nas-ctm01/datasets/public/celeba/043146.png,1371,10,train,30
1203,043150.png,/nas-ctm01/datasets/public/celeba/043150.png,6851,130,train,30
1204,043166.png,/nas-ctm01/datasets/public/celeba/043166.png,6354,117,train,30
1205,043217.png,/nas-ctm01/datasets/public/celeba/043217.png,6079,108,train,30
1206,043266.png,/nas-ctm01/datasets/public/celeba/043266.png,3386,49,train,28
1207,043280.png,/nas-ctm01/datasets/public/celeba/043280.png,8820,169,train,28
1208,043300.png,/nas-ctm01/datasets/public/celeba/043300.png,1422,11,val,30
1209,043309.png,/nas-ctm01/datasets/public/celeba/043309.png,4157,58,test,30
1210,043312.png,/nas-ctm01/datasets/public/celeba/043312.png,2805,40,test,30
1211,043388.png,/nas-ctm01/datasets/public/celeba/043388.png,8148,153,train,30
1212,043448.png,/nas-ctm01/datasets/public/celeba/043448.png,2898,42,train,28
1213,043457.png,/nas-ctm01/datasets/public/celeba/043457.png,6351,116,train,30
1214,043510.png,/nas-ctm01/datasets/public/celeba/043510.png,4819,74,train,27
1215,043520.png,/nas-ctm01/datasets/public/celeba/043520.png,9056,174,train,27
1216,043591.png,/nas-ctm01/datasets/public/celeba/043591.png,3263,48,val,28
1217,043615.png,/nas-ctm01/datasets/public/celeba/043615.png,4268,59,train,30
1218,043624.png,/nas-ctm01/datasets/public/celeba/043624.png,6079,108,train,30
1219,043647.png,/nas-ctm01/datasets/public/celeba/043647.png,6365,119,test,30
1220,043662.png,/nas-ctm01/datasets/public/celeba/043662.png,9184,179,train,30
1221,043694.png,/nas-ctm01/datasets/public/celeba/043694.png,3056,46,val,28
1222,043727.png,/nas-ctm01/datasets/public/celeba/043727.png,5142,83,train,30
1223,043734.png,/nas-ctm01/datasets/public/celeba/043734.png,3024,45,train,28
1224,043800.png,/nas-ctm01/datasets/public/celeba/043800.png,1852,19,train,30
1225,043819.png,/nas-ctm01/datasets/public/celeba/043819.png,5394,88,test,30
1226,043956.png,/nas-ctm01/datasets/public/celeba/043956.png,6751,127,train,28
1227,043972.png,/nas-ctm01/datasets/public/celeba/043972.png,2870,41,train,29
1228,043984.png,/nas-ctm01/datasets/public/celeba/043984.png,6354,117,train,30
1229,044007.png,/nas-ctm01/datasets/public/celeba/044007.png,9138,177,train,30
1230,044029.png,/nas-ctm01/datasets/public/celeba/044029.png,1852,19,train,30
1231,044037.png,/nas-ctm01/datasets/public/celeba/044037.png,7195,142,train,30
1232,044076.png,/nas-ctm01/datasets/public/celeba/044076.png,1629,16,train,30
1233,044100.png,/nas-ctm01/datasets/public/celeba/044100.png,6928,135,train,30
1234,044103.png,/nas-ctm01/datasets/public/celeba/044103.png,6877,133,val,26
1235,044172.png,/nas-ctm01/datasets/public/celeba/044172.png,5344,86,train,30
1236,044173.png,/nas-ctm01/datasets/public/celeba/044173.png,7260,143,val,30
1237,044188.png,/nas-ctm01/datasets/public/celeba/044188.png,7195,142,train,30
1238,044290.png,/nas-ctm01/datasets/public/celeba/044290.png,5046,81,train,30
1239,044351.png,/nas-ctm01/datasets/public/celeba/044351.png,8112,152,train,30
1240,044391.png,/nas-ctm01/datasets/public/celeba/044391.png,9245,181,train,30
1241,044394.png,/nas-ctm01/datasets/public/celeba/044394.png,2261,33,train,30
1242,044395.png,/nas-ctm01/datasets/public/celeba/044395.png,5479,91,train,29
1243,044420.png,/nas-ctm01/datasets/public/celeba/044420.png,5101,82,train,27
1244,044429.png,/nas-ctm01/datasets/public/celeba/044429.png,4321,61,test,30
1245,044444.png,/nas-ctm01/datasets/public/celeba/044444.png,4672,71,train,30
1246,044466.png,/nas-ctm01/datasets/public/celeba/044466.png,2261,33,train,30
1247,044521.png,/nas-ctm01/datasets/public/celeba/044521.png,95,0,train,30
1248,044579.png,/nas-ctm01/datasets/public/celeba/044579.png,7151,140,train,29
1249,044701.png,/nas-ctm01/datasets/public/celeba/044701.png,4808,73,train,30
1250,044709.png,/nas-ctm01/datasets/public/celeba/044709.png,6420,121,train,30
1251,044778.png,/nas-ctm01/datasets/public/celeba/044778.png,8208,155,val,29
1252,044838.png,/nas-ctm01/datasets/public/celeba/044838.png,8783,167,train,30
1253,044892.png,/nas-ctm01/datasets/public/celeba/044892.png,2898,42,train,28
1254,044903.png,/nas-ctm01/datasets/public/celeba/044903.png,8457,160,train,25
1255,044906.png,/nas-ctm01/datasets/public/celeba/044906.png,5747,98,train,30
1256,044908.png,/nas-ctm01/datasets/public/celeba/044908.png,8448,158,train,30
1257,044946.png,/nas-ctm01/datasets/public/celeba/044946.png,9810,189,train,28
1258,045030.png,/nas-ctm01/datasets/public/celeba/045030.png,2055,24,train,30
1259,045120.png,/nas-ctm01/datasets/public/celeba/045120.png,4955,80,test,30
1260,045166.png,/nas-ctm01/datasets/public/celeba/045166.png,7260,143,train,30
1261,045189.png,/nas-ctm01/datasets/public/celeba/045189.png,8454,159,train,30
1262,045200.png,/nas-ctm01/datasets/public/celeba/045200.png,9056,174,train,27
1263,045256.png,/nas-ctm01/datasets/public/celeba/045256.png,289,1,train,30
1264,045329.png,/nas-ctm01/datasets/public/celeba/045329.png,5142,83,train,30
