row_index_in_train_npy,embedding_index_original_dataset,smiling_probability,smiling_percentage,smiling_prediction,filename,image_path
13141,56669,0.00622860,0.6229,0,56669.png,/nas-ctm01/datasets/public/ffhq256/56669.png
13142,34255,0.04424073,4.4241,0,34255.png,/nas-ctm01/datasets/public/ffhq256/34255.png
13143,812,0.14626451,14.6265,0,00812.png,/nas-ctm01/datasets/public/ffhq256/00812.png
13144,19051,0.99678195,99.6782,1,19051.png,/nas-ctm01/datasets/public/ffhq256/19051.png
13145,57844,0.98858505,98.8585,1,57844.png,/nas-ctm01/datasets/public/ffhq256/57844.png
13146,26682,0.98447692,98.4477,1,26682.png,/nas-ctm01/datasets/public/ffhq256/26682.png
13147,57622,0.43356630,43.3566,0,57622.png,/nas-ctm01/datasets/public/ffhq256/57622.png
13148,68847,0.38052559,38.0526,0,68847.png,/nas-ctm01/datasets/public/ffhq256/68847.png
13149,30440,0.00375359,0.3754,0,30440.png,/nas-ctm01/datasets/public/ffhq256/30440.png
13150,11316,0.04174261,4.1743,0,11316.png,/nas-ctm01/datasets/public/ffhq256/11316.png
13151,7941,0.05564037,5.5640,0,07941.png,/nas-ctm01/datasets/public/ffhq256/07941.png
13152,10441,0.94139731,94.1397,1,10441.png,/nas-ctm01/datasets/public/ffhq256/10441.png
13153,65202,0.97086674,97.0867,1,65202.png,/nas-ctm01/datasets/public/ffhq256/65202.png
13154,27704,0.06112248,6.1122,0,27704.png,/nas-ctm01/datasets/public/ffhq256/27704.png
13155,21073,0.91239309,91.2393,1,21073.png,/nas-ctm01/datasets/public/ffhq256/21073.png
13156,19872,0.00316372,0.3164,0,19872.png,/nas-ctm01/datasets/public/ffhq256/19872.png
13157,14644,0.00643185,0.6432,0,14644.png,/nas-ctm01/datasets/public/ffhq256/14644.png
13158,4836,0.99041420,99.0414,1,04836.png,/nas-ctm01/datasets/public/ffhq256/04836.png
13159,19386,0.08618382,8.6184,0,19386.png,/nas-ctm01/datasets/public/ffhq256/19386.png
13160,59212,0.01620326,1.6203,0,59212.png,/nas-ctm01/datasets/public/ffhq256/59212.png
13161,30732,0.84249532,84.2495,1,30732.png,/nas-ctm01/datasets/public/ffhq256/30732.png
13162,63200,0.03916701,3.9167,0,63200.png,/nas-ctm01/datasets/public/ffhq256/63200.png
13163,24969,0.99789691,99.7897,1,24969.png,/nas-ctm01/datasets/public/ffhq256/24969.png
13164,1272,0.95803106,95.8031,1,01272.png,/nas-ctm01/datasets/public/ffhq256/01272.png
13165,20964,0.99405932,99.4059,1,20964.png,/nas-ctm01/datasets/public/ffhq256/20964.png
13166,19185,0.15497798,15.4978,0,19185.png,/nas-ctm01/datasets/public/ffhq256/19185.png
13167,14504,0.01267758,1.2678,0,14504.png,/nas-ctm01/datasets/public/ffhq256/14504.png
13168,10092,0.09045754,9.0458,0,10092.png,/nas-ctm01/datasets/public/ffhq256/10092.png
13169,66282,0.13519818,13.5198,0,66282.png,/nas-ctm01/datasets/public/ffhq256/66282.png
13170,54959,0.99779260,99.7793,1,54959.png,/nas-ctm01/datasets/public/ffhq256/54959.png
13171,60689,0.96477479,96.4775,1,60689.png,/nas-ctm01/datasets/public/ffhq256/60689.png
13172,1489,0.91134399,91.1344,1,01489.png,/nas-ctm01/datasets/public/ffhq256/01489.png
13173,65668,0.95136410,95.1364,1,65668.png,/nas-ctm01/datasets/public/ffhq256/65668.png
13174,27790,0.00713265,0.7133,0,27790.png,/nas-ctm01/datasets/public/ffhq256/27790.png
13175,36146,0.86609614,86.6096,1,36146.png,/nas-ctm01/datasets/public/ffhq256/36146.png
13176,26348,0.44731212,44.7312,0,26348.png,/nas-ctm01/datasets/public/ffhq256/26348.png
13177,28344,0.16345589,16.3456,0,28344.png,/nas-ctm01/datasets/public/ffhq256/28344.png
13178,59154,0.99651647,99.6516,1,59154.png,/nas-ctm01/datasets/public/ffhq256/59154.png
13179,60328,0.70586699,70.5867,1,60328.png,/nas-ctm01/datasets/public/ffhq256/60328.png
13180,56301,0.03838738,3.8387,0,56301.png,/nas-ctm01/datasets/public/ffhq256/56301.png
13181,25863,0.20005296,20.0053,0,25863.png,/nas-ctm01/datasets/public/ffhq256/25863.png
13182,21372,0.01765285,1.7653,0,21372.png,/nas-ctm01/datasets/public/ffhq256/21372.png
13183,32756,0.98808938,98.8089,1,32756.png,/nas-ctm01/datasets/public/ffhq256/32756.png
13184,66333,0.00092301,0.0923,0,66333.png,/nas-ctm01/datasets/public/ffhq256/66333.png
13185,19672,0.04342913,4.3429,0,19672.png,/nas-ctm01/datasets/public/ffhq256/19672.png
13186,30274,0.79729259,79.7293,1,30274.png,/nas-ctm01/datasets/public/ffhq256/30274.png
13187,51249,0.98475963,98.4760,1,51249.png,/nas-ctm01/datasets/public/ffhq256/51249.png
13188,59859,0.03976649,3.9766,0,59859.png,/nas-ctm01/datasets/public/ffhq256/59859.png
13189,58798,0.03272733,3.2727,0,58798.png,/nas-ctm01/datasets/public/ffhq256/58798.png
13190,47281,0.05914760,5.9148,0,47281.png,/nas-ctm01/datasets/public/ffhq256/47281.png
13191,39537,0.93771219,93.7712,1,39537.png,/nas-ctm01/datasets/public/ffhq256/39537.png
13192,39393,0.97580898,97.5809,1,39393.png,/nas-ctm01/datasets/public/ffhq256/39393.png
13193,5395,0.23602460,23.6025,0,05395.png,/nas-ctm01/datasets/public/ffhq256/05395.png
13194,2069,0.99970490,99.9705,1,02069.png,/nas-ctm01/datasets/public/ffhq256/02069.png
13195,62776,0.99877900,99.8779,1,62776.png,/nas-ctm01/datasets/public/ffhq256/62776.png
13196,61714,0.94506150,94.5062,1,61714.png,/nas-ctm01/datasets/public/ffhq256/61714.png
13197,42242,0.96800405,96.8004,1,42242.png,/nas-ctm01/datasets/public/ffhq256/42242.png
13198,57495,0.14246336,14.2463,0,57495.png,/nas-ctm01/datasets/public/ffhq256/57495.png
13199,69687,0.03966197,3.9662,0,69687.png,/nas-ctm01/datasets/public/ffhq256/69687.png
13200,30168,0.01141291,1.1413,0,30168.png,/nas-ctm01/datasets/public/ffhq256/30168.png
13201,53734,0.06950191,6.9502,0,53734.png,/nas-ctm01/datasets/public/ffhq256/53734.png
13202,21579,0.98951882,98.9519,1,21579.png,/nas-ctm01/datasets/public/ffhq256/21579.png
13203,17902,0.21042655,21.0427,0,17902.png,/nas-ctm01/datasets/public/ffhq256/17902.png
13204,38792,0.00615525,0.6155,0,38792.png,/nas-ctm01/datasets/public/ffhq256/38792.png
13205,39831,0.93126065,93.1261,1,39831.png,/nas-ctm01/datasets/public/ffhq256/39831.png
13206,5981,0.11917362,11.9174,0,05981.png,/nas-ctm01/datasets/public/ffhq256/05981.png
13207,66927,0.00054685,0.0547,0,66927.png,/nas-ctm01/datasets/public/ffhq256/66927.png
13208,55779,0.99426299,99.4263,1,55779.png,/nas-ctm01/datasets/public/ffhq256/55779.png
13209,20984,0.97685313,97.6853,1,20984.png,/nas-ctm01/datasets/public/ffhq256/20984.png
13210,26131,0.00483449,0.4834,0,26131.png,/nas-ctm01/datasets/public/ffhq256/26131.png
13211,31065,0.99743575,99.7436,1,31065.png,/nas-ctm01/datasets/public/ffhq256/31065.png
13212,44213,0.98101979,98.1020,1,44213.png,/nas-ctm01/datasets/public/ffhq256/44213.png
13213,35083,0.02379045,2.3790,0,35083.png,/nas-ctm01/datasets/public/ffhq256/35083.png
13214,40246,0.87292367,87.2924,1,40246.png,/nas-ctm01/datasets/public/ffhq256/40246.png
13215,39389,0.07289547,7.2895,0,39389.png,/nas-ctm01/datasets/public/ffhq256/39389.png
13216,13863,0.99144602,99.1446,1,13863.png,/nas-ctm01/datasets/public/ffhq256/13863.png
13217,25171,0.99976104,99.9761,1,25171.png,/nas-ctm01/datasets/public/ffhq256/25171.png
13218,64270,0.00564947,0.5649,0,64270.png,/nas-ctm01/datasets/public/ffhq256/64270.png
13219,6954,0.90216780,90.2168,1,06954.png,/nas-ctm01/datasets/public/ffhq256/06954.png
13220,36248,0.00293045,0.2930,0,36248.png,/nas-ctm01/datasets/public/ffhq256/36248.png
13221,39919,0.93359345,93.3593,1,39919.png,/nas-ctm01/datasets/public/ffhq256/39919.png
13222,59126,0.99485105,99.4851,1,59126.png,/nas-ctm01/datasets/public/ffhq256/59126.png
13223,18291,0.64939106,64.9391,1,18291.png,/nas-ctm01/datasets/public/ffhq256/18291.png
13224,5284,0.29523626,29.5236,0,05284.png,/nas-ctm01/datasets/public/ffhq256/05284.png
13225,40188,0.89553589,89.5536,1,40188.png,/nas-ctm01/datasets/public/ffhq256/40188.png
13226,57569,0.04619009,4.6190,0,57569.png,/nas-ctm01/datasets/public/ffhq256/57569.png
13227,30471,0.54430759,54.4308,1,30471.png,/nas-ctm01/datasets/public/ffhq256/30471.png
13228,49574,0.99465853,99.4659,1,49574.png,/nas-ctm01/datasets/public/ffhq256/49574.png
13229,9922,0.01161584,1.1616,0,09922.png,/nas-ctm01/datasets/public/ffhq256/09922.png
13230,7789,0.80079371,80.0794,1,07789.png,/nas-ctm01/datasets/public/ffhq256/07789.png
13231,51068,0.95078212,95.0782,1,51068.png,/nas-ctm01/datasets/public/ffhq256/51068.png
13232,18849,0.99911100,99.9111,1,18849.png,/nas-ctm01/datasets/public/ffhq256/18849.png
13233,60553,0.16493571,16.4936,0,60553.png,/nas-ctm01/datasets/public/ffhq256/60553.png
13234,28322,0.65524238,65.5242,1,28322.png,/nas-ctm01/datasets/public/ffhq256/28322.png
13235,24115,0.85723418,85.7234,1,24115.png,/nas-ctm01/datasets/public/ffhq256/24115.png
13236,50628,0.13853832,13.8538,0,50628.png,/nas-ctm01/datasets/public/ffhq256/50628.png
13237,42717,0.05079938,5.0799,0,42717.png,/nas-ctm01/datasets/public/ffhq256/42717.png
13238,33285,0.98933196,98.9332,1,33285.png,/nas-ctm01/datasets/public/ffhq256/33285.png
13239,40282,0.82177186,82.1772,1,40282.png,/nas-ctm01/datasets/public/ffhq256/40282.png
13240,41086,0.98449671,98.4497,1,41086.png,/nas-ctm01/datasets/public/ffhq256/41086.png
13241,12414,0.65192127,65.1921,1,12414.png,/nas-ctm01/datasets/public/ffhq256/12414.png
13242,38486,0.83346468,83.3465,1,38486.png,/nas-ctm01/datasets/public/ffhq256/38486.png
13243,22017,0.00438833,0.4388,0,22017.png,/nas-ctm01/datasets/public/ffhq256/22017.png
13244,48793,0.93409765,93.4098,1,48793.png,/nas-ctm01/datasets/public/ffhq256/48793.png
13245,69393,0.17094965,17.0950,0,69393.png,/nas-ctm01/datasets/public/ffhq256/69393.png
13246,25716,0.99352080,99.3521,1,25716.png,/nas-ctm01/datasets/public/ffhq256/25716.png
13247,14869,0.01065049,1.0650,0,14869.png,/nas-ctm01/datasets/public/ffhq256/14869.png
13248,46394,0.76901698,76.9017,1,46394.png,/nas-ctm01/datasets/public/ffhq256/46394.png
13249,52178,0.98165554,98.1656,1,52178.png,/nas-ctm01/datasets/public/ffhq256/52178.png
13250,11594,0.95045549,95.0455,1,11594.png,/nas-ctm01/datasets/public/ffhq256/11594.png
13251,31176,0.99971753,99.9718,1,31176.png,/nas-ctm01/datasets/public/ffhq256/31176.png
13252,12862,0.81771016,81.7710,1,12862.png,/nas-ctm01/datasets/public/ffhq256/12862.png
13253,30468,0.54060280,54.0603,1,30468.png,/nas-ctm01/datasets/public/ffhq256/30468.png
13254,26689,0.64010626,64.0106,1,26689.png,/nas-ctm01/datasets/public/ffhq256/26689.png
13255,9284,0.43682903,43.6829,0,09284.png,/nas-ctm01/datasets/public/ffhq256/09284.png
13256,18357,0.06073936,6.0739,0,18357.png,/nas-ctm01/datasets/public/ffhq256/18357.png
13257,35795,0.12186706,12.1867,0,35795.png,/nas-ctm01/datasets/public/ffhq256/35795.png
13258,47868,0.80097246,80.0972,1,47868.png,/nas-ctm01/datasets/public/ffhq256/47868.png
13259,11919,0.14801283,14.8013,0,11919.png,/nas-ctm01/datasets/public/ffhq256/11919.png
13260,49845,0.99826789,99.8268,1,49845.png,/nas-ctm01/datasets/public/ffhq256/49845.png
13261,9892,0.99986899,99.9869,1,09892.png,/nas-ctm01/datasets/public/ffhq256/09892.png
13262,52213,0.99895787,99.8958,1,52213.png,/nas-ctm01/datasets/public/ffhq256/52213.png
13263,64744,0.12015064,12.0151,0,64744.png,/nas-ctm01/datasets/public/ffhq256/64744.png
13264,25660,0.02856195,2.8562,0,25660.png,/nas-ctm01/datasets/public/ffhq256/25660.png
13265,37833,0.33274272,33.2743,0,37833.png,/nas-ctm01/datasets/public/ffhq256/37833.png
13266,45296,0.85766333,85.7663,1,45296.png,/nas-ctm01/datasets/public/ffhq256/45296.png
13267,52559,0.00902180,0.9022,0,52559.png,/nas-ctm01/datasets/public/ffhq256/52559.png
13268,19341,0.18328102,18.3281,0,19341.png,/nas-ctm01/datasets/public/ffhq256/19341.png
13269,44712,0.14311111,14.3111,0,44712.png,/nas-ctm01/datasets/public/ffhq256/44712.png
13270,48029,0.00787518,0.7875,0,48029.png,/nas-ctm01/datasets/public/ffhq256/48029.png
13271,60650,0.06091326,6.0913,0,60650.png,/nas-ctm01/datasets/public/ffhq256/60650.png
13272,68053,0.03356224,3.3562,0,68053.png,/nas-ctm01/datasets/public/ffhq256/68053.png
13273,59468,0.14234483,14.2345,0,59468.png,/nas-ctm01/datasets/public/ffhq256/59468.png
13274,46297,0.87948549,87.9485,1,46297.png,/nas-ctm01/datasets/public/ffhq256/46297.png
13275,50656,0.00152833,0.1528,0,50656.png,/nas-ctm01/datasets/public/ffhq256/50656.png
13276,61685,0.98999059,98.9991,1,61685.png,/nas-ctm01/datasets/public/ffhq256/61685.png
13277,38582,0.06131516,6.1315,0,38582.png,/nas-ctm01/datasets/public/ffhq256/38582.png
13278,58737,0.96284282,96.2843,1,58737.png,/nas-ctm01/datasets/public/ffhq256/58737.png
13279,62845,0.92036742,92.0367,1,62845.png,/nas-ctm01/datasets/public/ffhq256/62845.png
13280,69688,0.05010412,5.0104,0,69688.png,/nas-ctm01/datasets/public/ffhq256/69688.png
13281,39262,0.90037864,90.0379,1,39262.png,/nas-ctm01/datasets/public/ffhq256/39262.png
13282,55994,0.00281022,0.2810,0,55994.png,/nas-ctm01/datasets/public/ffhq256/55994.png
13283,20670,0.00092623,0.0926,0,20670.png,/nas-ctm01/datasets/public/ffhq256/20670.png
13284,39232,0.04149303,4.1493,0,39232.png,/nas-ctm01/datasets/public/ffhq256/39232.png
13285,38159,0.92143190,92.1432,1,38159.png,/nas-ctm01/datasets/public/ffhq256/38159.png
13286,25213,0.00156078,0.1561,0,25213.png,/nas-ctm01/datasets/public/ffhq256/25213.png
13287,33213,0.00755604,0.7556,0,33213.png,/nas-ctm01/datasets/public/ffhq256/33213.png
13288,32950,0.98056889,98.0569,1,32950.png,/nas-ctm01/datasets/public/ffhq256/32950.png
13289,15679,0.75064993,75.0650,1,15679.png,/nas-ctm01/datasets/public/ffhq256/15679.png
13290,45542,0.96814060,96.8141,1,45542.png,/nas-ctm01/datasets/public/ffhq256/45542.png
13291,25303,0.22464536,22.4645,0,25303.png,/nas-ctm01/datasets/public/ffhq256/25303.png
13292,1226,0.27435088,27.4351,0,01226.png,/nas-ctm01/datasets/public/ffhq256/01226.png
13293,34915,0.99968863,99.9689,1,34915.png,/nas-ctm01/datasets/public/ffhq256/34915.png
13294,35992,0.98022878,98.0229,1,35992.png,/nas-ctm01/datasets/public/ffhq256/35992.png
13295,6601,0.90535027,90.5350,1,06601.png,/nas-ctm01/datasets/public/ffhq256/06601.png
13296,48473,0.20384499,20.3845,0,48473.png,/nas-ctm01/datasets/public/ffhq256/48473.png
13297,44591,0.27047542,27.0475,0,44591.png,/nas-ctm01/datasets/public/ffhq256/44591.png
13298,5186,0.99174434,99.1744,1,05186.png,/nas-ctm01/datasets/public/ffhq256/05186.png
13299,28373,0.98490012,98.4900,1,28373.png,/nas-ctm01/datasets/public/ffhq256/28373.png
13300,25222,0.15761907,15.7619,0,25222.png,/nas-ctm01/datasets/public/ffhq256/25222.png
13301,12322,0.05845406,5.8454,0,12322.png,/nas-ctm01/datasets/public/ffhq256/12322.png
13302,43652,0.02970486,2.9705,0,43652.png,/nas-ctm01/datasets/public/ffhq256/43652.png
13303,49269,0.99895549,99.8955,1,49269.png,/nas-ctm01/datasets/public/ffhq256/49269.png
13304,42647,0.43415970,43.4160,0,42647.png,/nas-ctm01/datasets/public/ffhq256/42647.png
13305,24481,0.99785137,99.7851,1,24481.png,/nas-ctm01/datasets/public/ffhq256/24481.png
13306,54429,0.90445769,90.4458,1,54429.png,/nas-ctm01/datasets/public/ffhq256/54429.png
13307,67943,0.89670700,89.6707,1,67943.png,/nas-ctm01/datasets/public/ffhq256/67943.png
13308,17657,0.04105233,4.1052,0,17657.png,/nas-ctm01/datasets/public/ffhq256/17657.png
13309,59880,0.99726403,99.7264,1,59880.png,/nas-ctm01/datasets/public/ffhq256/59880.png
13310,38358,0.00773342,0.7733,0,38358.png,/nas-ctm01/datasets/public/ffhq256/38358.png
13311,35688,0.97491997,97.4920,1,35688.png,/nas-ctm01/datasets/public/ffhq256/35688.png
13312,57351,0.99389267,99.3893,1,57351.png,/nas-ctm01/datasets/public/ffhq256/57351.png
13313,17133,0.93931931,93.9319,1,17133.png,/nas-ctm01/datasets/public/ffhq256/17133.png
13314,55916,0.00510979,0.5110,0,55916.png,/nas-ctm01/datasets/public/ffhq256/55916.png
13315,64767,0.01397954,1.3980,0,64767.png,/nas-ctm01/datasets/public/ffhq256/64767.png
13316,16337,0.93029636,93.0296,1,16337.png,/nas-ctm01/datasets/public/ffhq256/16337.png
13317,28717,0.08174554,8.1746,0,28717.png,/nas-ctm01/datasets/public/ffhq256/28717.png
13318,4939,0.00729709,0.7297,0,04939.png,/nas-ctm01/datasets/public/ffhq256/04939.png
13319,47862,0.67702085,67.7021,1,47862.png,/nas-ctm01/datasets/public/ffhq256/47862.png
13320,2593,0.35779858,35.7799,0,02593.png,/nas-ctm01/datasets/public/ffhq256/02593.png
13321,6062,0.99329209,99.3292,1,06062.png,/nas-ctm01/datasets/public/ffhq256/06062.png
13322,54829,0.01202947,1.2029,0,54829.png,/nas-ctm01/datasets/public/ffhq256/54829.png
13323,30718,0.97525394,97.5254,1,30718.png,/nas-ctm01/datasets/public/ffhq256/30718.png
13324,26307,0.02456501,2.4565,0,26307.png,/nas-ctm01/datasets/public/ffhq256/26307.png
13325,60162,0.05461426,5.4614,0,60162.png,/nas-ctm01/datasets/public/ffhq256/60162.png
13326,3023,0.99147427,99.1474,1,03023.png,/nas-ctm01/datasets/public/ffhq256/03023.png
13327,47293,0.69810003,69.8100,1,47293.png,/nas-ctm01/datasets/public/ffhq256/47293.png
13328,50850,0.99756253,99.7563,1,50850.png,/nas-ctm01/datasets/public/ffhq256/50850.png
13329,44862,0.99907804,99.9078,1,44862.png,/nas-ctm01/datasets/public/ffhq256/44862.png
13330,9463,0.00204832,0.2048,0,09463.png,/nas-ctm01/datasets/public/ffhq256/09463.png
13331,23336,0.43676394,43.6764,0,23336.png,/nas-ctm01/datasets/public/ffhq256/23336.png
13332,57504,0.92575926,92.5759,1,57504.png,/nas-ctm01/datasets/public/ffhq256/57504.png
13333,36010,0.06858832,6.8588,0,36010.png,/nas-ctm01/datasets/public/ffhq256/36010.png
13334,47359,0.99469060,99.4691,1,47359.png,/nas-ctm01/datasets/public/ffhq256/47359.png
13335,54815,0.59493941,59.4939,1,54815.png,/nas-ctm01/datasets/public/ffhq256/54815.png
13336,64811,0.06049697,6.0497,0,64811.png,/nas-ctm01/datasets/public/ffhq256/64811.png
13337,25885,0.48974684,48.9747,0,25885.png,/nas-ctm01/datasets/public/ffhq256/25885.png
13338,19925,0.06099352,6.0994,0,19925.png,/nas-ctm01/datasets/public/ffhq256/19925.png
13339,47461,0.75379515,75.3795,1,47461.png,/nas-ctm01/datasets/public/ffhq256/47461.png
13340,20560,0.00063131,0.0631,0,20560.png,/nas-ctm01/datasets/public/ffhq256/20560.png
13341,3025,0.78026390,78.0264,1,03025.png,/nas-ctm01/datasets/public/ffhq256/03025.png
13342,35110,0.13004625,13.0046,0,35110.png,/nas-ctm01/datasets/public/ffhq256/35110.png
13343,194,0.19494399,19.4944,0,00194.png,/nas-ctm01/datasets/public/ffhq256/00194.png
13344,3508,0.06010937,6.0109,0,03508.png,/nas-ctm01/datasets/public/ffhq256/03508.png
13345,821,0.93906778,93.9068,1,00821.png,/nas-ctm01/datasets/public/ffhq256/00821.png
13346,2532,0.02718943,2.7189,0,02532.png,/nas-ctm01/datasets/public/ffhq256/02532.png
13347,2706,0.97014165,97.0142,1,02706.png,/nas-ctm01/datasets/public/ffhq256/02706.png
13348,46753,0.88430262,88.4303,1,46753.png,/nas-ctm01/datasets/public/ffhq256/46753.png
13349,25133,0.99172324,99.1723,1,25133.png,/nas-ctm01/datasets/public/ffhq256/25133.png
13350,16866,0.02208836,2.2088,0,16866.png,/nas-ctm01/datasets/public/ffhq256/16866.png
13351,35451,0.75212622,75.2126,1,35451.png,/nas-ctm01/datasets/public/ffhq256/35451.png
13352,60070,0.03822824,3.8228,0,60070.png,/nas-ctm01/datasets/public/ffhq256/60070.png
13353,15521,0.89398348,89.3983,1,15521.png,/nas-ctm01/datasets/public/ffhq256/15521.png
13354,43841,0.92029047,92.0290,1,43841.png,/nas-ctm01/datasets/public/ffhq256/43841.png
13355,51582,0.95887184,95.8872,1,51582.png,/nas-ctm01/datasets/public/ffhq256/51582.png
13356,1877,0.99549639,99.5496,1,01877.png,/nas-ctm01/datasets/public/ffhq256/01877.png
13357,42526,0.92543221,92.5432,1,42526.png,/nas-ctm01/datasets/public/ffhq256/42526.png
13358,29326,0.39506263,39.5063,0,29326.png,/nas-ctm01/datasets/public/ffhq256/29326.png
13359,56065,0.99385405,99.3854,1,56065.png,/nas-ctm01/datasets/public/ffhq256/56065.png
13360,14442,0.27498311,27.4983,0,14442.png,/nas-ctm01/datasets/public/ffhq256/14442.png
13361,23388,0.35341096,35.3411,0,23388.png,/nas-ctm01/datasets/public/ffhq256/23388.png
13362,47011,0.09938710,9.9387,0,47011.png,/nas-ctm01/datasets/public/ffhq256/47011.png
13363,31697,0.02262693,2.2627,0,31697.png,/nas-ctm01/datasets/public/ffhq256/31697.png
13364,26847,0.00997244,0.9972,0,26847.png,/nas-ctm01/datasets/public/ffhq256/26847.png
13365,16790,0.00377227,0.3772,0,16790.png,/nas-ctm01/datasets/public/ffhq256/16790.png
13366,4573,0.59890181,59.8902,1,04573.png,/nas-ctm01/datasets/public/ffhq256/04573.png
13367,39112,0.01583756,1.5838,0,39112.png,/nas-ctm01/datasets/public/ffhq256/39112.png
13368,59446,0.98476666,98.4767,1,59446.png,/nas-ctm01/datasets/public/ffhq256/59446.png
13369,9924,0.63009620,63.0096,1,09924.png,/nas-ctm01/datasets/public/ffhq256/09924.png
13370,28323,0.99549842,99.5498,1,28323.png,/nas-ctm01/datasets/public/ffhq256/28323.png
13371,68329,0.99658740,99.6587,1,68329.png,/nas-ctm01/datasets/public/ffhq256/68329.png
13372,30634,0.66485476,66.4855,1,30634.png,/nas-ctm01/datasets/public/ffhq256/30634.png
13373,69023,0.02786271,2.7863,0,69023.png,/nas-ctm01/datasets/public/ffhq256/69023.png
13374,12508,0.99777454,99.7775,1,12508.png,/nas-ctm01/datasets/public/ffhq256/12508.png
13375,35197,0.00880719,0.8807,0,35197.png,/nas-ctm01/datasets/public/ffhq256/35197.png
13376,68036,0.81643796,81.6438,1,68036.png,/nas-ctm01/datasets/public/ffhq256/68036.png
13377,31829,0.01170571,1.1706,0,31829.png,/nas-ctm01/datasets/public/ffhq256/31829.png
13378,27614,0.00408936,0.4089,0,27614.png,/nas-ctm01/datasets/public/ffhq256/27614.png
13379,3551,0.49345815,49.3458,0,03551.png,/nas-ctm01/datasets/public/ffhq256/03551.png
13380,50671,0.89756167,89.7562,1,50671.png,/nas-ctm01/datasets/public/ffhq256/50671.png
13381,23187,0.06300462,6.3005,0,23187.png,/nas-ctm01/datasets/public/ffhq256/23187.png
13382,48557,0.58297962,58.2980,1,48557.png,/nas-ctm01/datasets/public/ffhq256/48557.png
13383,45715,0.00473902,0.4739,0,45715.png,/nas-ctm01/datasets/public/ffhq256/45715.png
13384,19791,0.01369607,1.3696,0,19791.png,/nas-ctm01/datasets/public/ffhq256/19791.png
13385,54819,0.62328440,62.3284,1,54819.png,/nas-ctm01/datasets/public/ffhq256/54819.png
13386,34049,0.99623162,99.6232,1,34049.png,/nas-ctm01/datasets/public/ffhq256/34049.png
13387,24584,0.10754430,10.7544,0,24584.png,/nas-ctm01/datasets/public/ffhq256/24584.png
13388,15854,0.37003100,37.0031,0,15854.png,/nas-ctm01/datasets/public/ffhq256/15854.png
13389,61660,0.05159185,5.1592,0,61660.png,/nas-ctm01/datasets/public/ffhq256/61660.png
13390,48609,0.00490212,0.4902,0,48609.png,/nas-ctm01/datasets/public/ffhq256/48609.png
13391,66388,0.89938694,89.9387,1,66388.png,/nas-ctm01/datasets/public/ffhq256/66388.png
13392,23789,0.55829525,55.8295,1,23789.png,/nas-ctm01/datasets/public/ffhq256/23789.png
13393,22359,0.99444407,99.4444,1,22359.png,/nas-ctm01/datasets/public/ffhq256/22359.png
13394,58227,0.10726895,10.7269,0,58227.png,/nas-ctm01/datasets/public/ffhq256/58227.png
13395,20988,0.98696369,98.6964,1,20988.png,/nas-ctm01/datasets/public/ffhq256/20988.png
13396,14321,0.01001458,1.0015,0,14321.png,/nas-ctm01/datasets/public/ffhq256/14321.png
13397,54827,0.67648005,67.6480,1,54827.png,/nas-ctm01/datasets/public/ffhq256/54827.png
13398,11658,0.87219393,87.2194,1,11658.png,/nas-ctm01/datasets/public/ffhq256/11658.png
13399,4940,0.52893716,52.8937,1,04940.png,/nas-ctm01/datasets/public/ffhq256/04940.png
13400,24548,0.85764092,85.7641,1,24548.png,/nas-ctm01/datasets/public/ffhq256/24548.png
13401,31725,0.69733697,69.7337,1,31725.png,/nas-ctm01/datasets/public/ffhq256/31725.png
13402,5522,0.99630153,99.6302,1,05522.png,/nas-ctm01/datasets/public/ffhq256/05522.png
13403,60330,0.36146599,36.1466,0,60330.png,/nas-ctm01/datasets/public/ffhq256/60330.png
13404,41573,0.81581169,81.5812,1,41573.png,/nas-ctm01/datasets/public/ffhq256/41573.png
13405,39150,0.00316486,0.3165,0,39150.png,/nas-ctm01/datasets/public/ffhq256/39150.png
13406,41246,0.42646924,42.6469,0,41246.png,/nas-ctm01/datasets/public/ffhq256/41246.png
13407,42323,0.99793673,99.7937,1,42323.png,/nas-ctm01/datasets/public/ffhq256/42323.png
13408,30912,0.99290293,99.2903,1,30912.png,/nas-ctm01/datasets/public/ffhq256/30912.png
13409,43875,0.61790150,61.7902,1,43875.png,/nas-ctm01/datasets/public/ffhq256/43875.png
13410,65369,0.01001468,1.0015,0,65369.png,/nas-ctm01/datasets/public/ffhq256/65369.png
13411,13585,0.98215228,98.2152,1,13585.png,/nas-ctm01/datasets/public/ffhq256/13585.png
13412,49246,0.09781373,9.7814,0,49246.png,/nas-ctm01/datasets/public/ffhq256/49246.png
13413,57507,0.99865484,99.8655,1,57507.png,/nas-ctm01/datasets/public/ffhq256/57507.png
13414,50261,0.85240936,85.2409,1,50261.png,/nas-ctm01/datasets/public/ffhq256/50261.png
13415,25233,0.89844668,89.8447,1,25233.png,/nas-ctm01/datasets/public/ffhq256/25233.png
13416,10883,0.93219680,93.2197,1,10883.png,/nas-ctm01/datasets/public/ffhq256/10883.png
13417,22608,0.32759029,32.7590,0,22608.png,/nas-ctm01/datasets/public/ffhq256/22608.png
13418,6400,0.47925997,47.9260,0,06400.png,/nas-ctm01/datasets/public/ffhq256/06400.png
13419,49902,0.98904943,98.9049,1,49902.png,/nas-ctm01/datasets/public/ffhq256/49902.png
