embedding_index,split,method,morph_path,morph_filename,criminal_stem,accomplice_stem,criminal_bonafide_path,accomplice_bonafide_path
65,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/008_03-vs-108_03.png,008_03-vs-108_03.png,008_03,108_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/008_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/108_03.jpg
66,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/008_03-vs-143_03.png,008_03-vs-143_03.png,008_03,143_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/008_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/143_03.jpg
67,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_03-vs-014_03.png,009_03-vs-014_03.png,009_03,014_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/009_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/014_03.jpg
68,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_03-vs-027_03.png,009_03-vs-027_03.png,009_03,027_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/009_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/027_03.jpg
69,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_03-vs-039_03.png,009_03-vs-039_03.png,009_03,039_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/009_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/039_03.jpg
70,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_03-vs-066_03.png,009_03-vs-066_03.png,009_03,066_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/009_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/066_03.jpg
71,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_03-vs-107_03.png,009_03-vs-107_03.png,009_03,107_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/009_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/107_03.jpg
72,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_03-vs-112_03.png,009_03-vs-112_03.png,009_03,112_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/009_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/112_03.jpg
73,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_08-vs-062_08.png,009_08-vs-062_08.png,009_08,062_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/009_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/062_08.jpg
74,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_08-vs-090_08.png,009_08-vs-090_08.png,009_08,090_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/009_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/090_08.jpg
75,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_08-vs-112_08.png,009_08-vs-112_08.png,009_08,112_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/009_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/112_08.jpg
76,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_08-vs-135_08.png,009_08-vs-135_08.png,009_08,135_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/009_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/135_08.jpg
77,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_08-vs-144_08.png,009_08-vs-144_08.png,009_08,144_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/009_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/144_08.jpg
78,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/010_08-vs-020_08.png,010_08-vs-020_08.png,010_08,020_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/010_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/020_08.jpg
79,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/010_08-vs-030_08.png,010_08-vs-030_08.png,010_08,030_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/010_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/030_08.jpg
80,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/010_08-vs-039_08.png,010_08-vs-039_08.png,010_08,039_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/010_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/039_08.jpg
81,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/010_08-vs-136_08.png,010_08-vs-136_08.png,010_08,136_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/010_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/136_08.jpg
82,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/011_03-vs-032_03.png,011_03-vs-032_03.png,011_03,032_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/011_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/032_03.jpg
83,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/011_03-vs-062_03.png,011_03-vs-062_03.png,011_03,062_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/011_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/062_03.jpg
84,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/011_03-vs-081_03.png,011_03-vs-081_03.png,011_03,081_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/011_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/081_03.jpg
85,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/011_03-vs-135_03.png,011_03-vs-135_03.png,011_03,135_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/011_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/135_03.jpg
86,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/011_08-vs-032_08.png,011_08-vs-032_08.png,011_08,032_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/011_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/032_08.jpg
87,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/012_03-vs-037_03.png,012_03-vs-037_03.png,012_03,037_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/012_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/037_03.jpg
88,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/012_03-vs-096_03.png,012_03-vs-096_03.png,012_03,096_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/012_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/096_03.jpg
89,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/012_08-vs-104_08.png,012_08-vs-104_08.png,012_08,104_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/012_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/104_08.jpg
90,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/012_08-vs-130_08.png,012_08-vs-130_08.png,012_08,130_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/012_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/130_08.jpg
91,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/012_08-vs-143_08.png,012_08-vs-143_08.png,012_08,143_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/012_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/143_08.jpg
92,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/013_03-vs-016_03.png,013_03-vs-016_03.png,013_03,016_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/013_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/016_03.jpg
93,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/013_03-vs-020_03.png,013_03-vs-020_03.png,013_03,020_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/013_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/020_03.jpg
94,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/013_03-vs-038_03.png,013_03-vs-038_03.png,013_03,038_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/013_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/038_03.jpg
95,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/013_03-vs-081_03.png,013_03-vs-081_03.png,013_03,081_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/013_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/081_03.jpg
96,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/013_08-vs-030_08.png,013_08-vs-030_08.png,013_08,030_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/013_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/030_08.jpg
97,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/013_08-vs-038_08.png,013_08-vs-038_08.png,013_08,038_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/013_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/038_08.jpg
98,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/013_08-vs-066_08.png,013_08-vs-066_08.png,013_08,066_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/013_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/066_08.jpg
99,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/013_08-vs-097_08.png,013_08-vs-097_08.png,013_08,097_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/013_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/097_08.jpg
100,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/014_03-vs-030_03.png,014_03-vs-030_03.png,014_03,030_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/014_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/030_03.jpg
101,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/014_03-vs-038_03.png,014_03-vs-038_03.png,014_03,038_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/014_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/038_03.jpg
102,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/014_03-vs-139_03.png,014_03-vs-139_03.png,014_03,139_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/014_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/139_03.jpg
103,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/014_08-vs-019_08.png,014_08-vs-019_08.png,014_08,019_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/014_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/019_08.jpg
104,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/014_08-vs-038_08.png,014_08-vs-038_08.png,014_08,038_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/014_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/038_08.jpg
105,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/016_03-vs-094_03.png,016_03-vs-094_03.png,016_03,094_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/016_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/094_03.jpg
106,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/016_08-vs-025_08.png,016_08-vs-025_08.png,016_08,025_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/016_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/025_08.jpg
107,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/016_08-vs-081_08.png,016_08-vs-081_08.png,016_08,081_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/016_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/081_08.jpg
108,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/016_08-vs-099_08.png,016_08-vs-099_08.png,016_08,099_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/016_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/099_08.jpg
109,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/017_03-vs-024_03.png,017_03-vs-024_03.png,017_03,024_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/017_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/024_03.jpg
110,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/017_03-vs-036_03.png,017_03-vs-036_03.png,017_03,036_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/017_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/036_03.jpg
111,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/017_03-vs-068_03.png,017_03-vs-068_03.png,017_03,068_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/017_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/068_03.jpg
112,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/017_03-vs-101_03.png,017_03-vs-101_03.png,017_03,101_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/017_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/101_03.jpg
113,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/017_03-vs-140_03.png,017_03-vs-140_03.png,017_03,140_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/017_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/140_03.jpg
114,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/017_08-vs-130_08.png,017_08-vs-130_08.png,017_08,130_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/017_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/130_08.jpg
115,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/018_03-vs-063_03.png,018_03-vs-063_03.png,018_03,063_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/018_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/063_03.jpg
116,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/018_03-vs-101_03.png,018_03-vs-101_03.png,018_03,101_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/018_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/101_03.jpg
117,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/018_03-vs-114_03.png,018_03-vs-114_03.png,018_03,114_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/018_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/114_03.jpg
118,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/018_03-vs-121_03.png,018_03-vs-121_03.png,018_03,121_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/018_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/121_03.jpg
119,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/018_03-vs-131_03.png,018_03-vs-131_03.png,018_03,131_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/018_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/131_03.jpg
120,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/018_03-vs-132_03.png,018_03-vs-132_03.png,018_03,132_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/018_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/132_03.jpg
121,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/018_03-vs-138_03.png,018_03-vs-138_03.png,018_03,138_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/018_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/138_03.jpg
122,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/018_03-vs-140_03.png,018_03-vs-140_03.png,018_03,140_03,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/018_03.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/140_03.jpg
123,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/018_08-vs-045_08.png,018_08-vs-045_08.png,018_08,045_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/018_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/045_08.jpg
124,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/018_08-vs-069_08.png,018_08-vs-069_08.png,018_08,069_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/018_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/069_08.jpg
125,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/018_08-vs-092_08.png,018_08-vs-092_08.png,018_08,092_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/018_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/092_08.jpg
126,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/018_08-vs-121_08.png,018_08-vs-121_08.png,018_08,121_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/018_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/121_08.jpg
127,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/018_08-vs-132_08.png,018_08-vs-132_08.png,018_08,132_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/018_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/132_08.jpg
128,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/018_08-vs-140_08.png,018_08-vs-140_08.png,018_08,140_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/018_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/140_08.jpg
129,train,MIPGAN_II,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/018_08-vs-172_08.png,018_08-vs-172_08.png,018_08,172_08,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/018_08.jpg,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/BonaFide/172_08.jpg
